crime_type,latitude,longitude,geometry
BATTERY,41.736113845,-87.572057137,POINT (-87.572057137 41.736113845)
BATTERY,41.74772198,-87.596857127,POINT (-87.596857127 41.74772198)
PROSTITUTION,41.808421535,-87.719927711,POINT (-87.719927711 41.808421535)
ASSAULT,41.665395172,-87.555630922,POINT (-87.555630922 41.665395172)
LIQUOR LAW VIOLATION,41.826678586,-87.680964388,POINT (-87.680964388 41.826678586)
MOTOR VEHICLE THEFT,41.983472891,-87.776811935,POINT (-87.776811935 41.983472891)
WEAPONS VIOLATION,41.730836654,-87.560971216,POINT (-87.560971216 41.730836654)
MOTOR VEHICLE THEFT,41.72873632,-87.584039463,POINT (-87.584039463 41.72873632)
ASSAULT,41.727103086,-87.568983733,POINT (-87.568983733 41.727103086)
INTERFERENCE WITH PUBLIC OFFICER,41.792329185,-87.732941616,POINT (-87.732941616 41.792329185)
NARCOTICS,41.809125265,-87.631906508,POINT (-87.631906508 41.809125265)
CRIMINAL DAMAGE,41.77627523,-87.759832397,POINT (-87.759832397 41.77627523)
DECEPTIVE PRACTICE,41.807146782,-87.728460462,POINT (-87.728460462 41.807146782)
BATTERY,41.737094305,-87.572998178,POINT (-87.572998178 41.737094305)
ARSON,41.728740563,-87.596150779,POINT (-87.596150779 41.728740563)
PUBLIC PEACE VIOLATION,41.988630807,-87.812829371,POINT (-87.812829371 41.988630807)
NARCOTICS,41.794138407,-87.723184691,POINT (-87.723184691 41.794138407)
ASSAULT,41.775140168,-87.752942902,POINT (-87.752942902 41.775140168)
BATTERY,41.827800839,-87.672774569,POINT (-87.672774569 41.827800839)
CRIMINAL DAMAGE,41.651431329,-87.527258234,POINT (-87.527258234 41.651431329)
DECEPTIVE PRACTICE,41.96990673,-87.762522562,POINT (-87.762522562 41.96990673)
DECEPTIVE PRACTICE,41.935067616,-87.805264098,POINT (-87.805264098 41.935067616)
MOTOR VEHICLE THEFT,41.742500646,-87.576748864,POINT (-87.576748864 41.742500646)
CRIMINAL DAMAGE,41.776651387,-87.789789159,POINT (-87.789789159 41.776651387)
KIDNAPPING,41.797764929,-87.714707961,POINT (-87.714707961 41.797764929)
OTHER OFFENSE,41.657502336,-87.597717594,POINT (-87.597717594 41.657502336)
KIDNAPPING,41.732862938,-87.578045346,POINT (-87.578045346 41.732862938)
CRIMINAL TRESPASS,41.696515471,-87.705946591,POINT (-87.705946591 41.696515471)
OTHER OFFENSE,41.830871136,-87.631500365,POINT (-87.631500365 41.830871136)
WEAPONS VIOLATION,41.822834317,-87.604365554,POINT (-87.604365554 41.822834317)
BATTERY,41.64956014,-87.545931251,POINT (-87.545931251 41.64956014)
OTHER OFFENSE,41.979985254,-87.713649825,POINT (-87.713649825 41.979985254)
ROBBERY,41.799737621,-87.723347962,POINT (-87.723347962 41.799737621)
PUBLIC PEACE VIOLATION,41.737094305,-87.572998178,POINT (-87.572998178 41.737094305)
DECEPTIVE PRACTICE,41.830168538,-87.631489693,POINT (-87.631489693 41.830168538)
ASSAULT,41.737094305,-87.572998178,POINT (-87.572998178 41.737094305)
CRIMINAL TRESPASS,41.705677782,-87.600944364,POINT (-87.600944364 41.705677782)
CRIMINAL TRESPASS,41.724042403,-87.595739261,POINT (-87.595739261 41.724042403)
OFFENSE INVOLVING CHILDREN,41.655618467,-87.616192903,POINT (-87.616192903 41.655618467)
CRIMINAL SEXUAL ASSAULT,42.0119912,-87.787227104,POINT (-87.787227104 42.0119912)
OTHER OFFENSE,41.723886129,-87.585150812,POINT (-87.585150812 41.723886129)
DECEPTIVE PRACTICE,41.795994237,-87.730593351,POINT (-87.730593351 41.795994237)
NARCOTICS,41.652699584,-87.545918631,POINT (-87.545918631 41.652699584)
CRIMINAL DAMAGE,41.655804559,-87.59615609,POINT (-87.59615609 41.655804559)
ARSON,41.831171574,-87.685923686,POINT (-87.685923686 41.831171574)
WEAPONS VIOLATION,41.715256909,-87.532859912,POINT (-87.532859912 41.715256909)
OFFENSE INVOLVING CHILDREN,41.694965673,-87.605104576,POINT (-87.605104576 41.694965673)
SEX OFFENSE,41.979314477,-87.767635272,POINT (-87.767635272 41.979314477)
BURGLARY,41.736018395,-87.589326049,POINT (-87.589326049 41.736018395)
MOTOR VEHICLE THEFT,41.733247102,-87.58728071,POINT (-87.58728071 41.733247102)
DECEPTIVE PRACTICE,41.794696906,-87.735457233,POINT (-87.735457233 41.794696906)
CRIMINAL DAMAGE,41.807313616,-87.721101015,POINT (-87.721101015 41.807313616)
BURGLARY,41.833113471,-87.673204309,POINT (-87.673204309 41.833113471)
CRIMINAL TRESPASS,41.657999653,-87.603406021,POINT (-87.603406021 41.657999653)
OFFENSE INVOLVING CHILDREN,41.995823918,-87.784091261,POINT (-87.784091261 41.995823918)
OFFENSE INVOLVING CHILDREN,41.656766147,-87.537470861,POINT (-87.537470861 41.656766147)
OFFENSE INVOLVING CHILDREN,41.653393899,-87.617249467,POINT (-87.617249467 41.653393899)
ROBBERY,41.970547637,-87.768374761,POINT (-87.768374761 41.970547637)
CRIMINAL DAMAGE,41.805421178,-87.725964232,POINT (-87.725964232 41.805421178)
OTHER OFFENSE,41.732821527,-87.585560041,POINT (-87.585560041 41.732821527)
PUBLIC PEACE VIOLATION,41.707519433,-87.601839023,POINT (-87.601839023 41.707519433)
MOTOR VEHICLE THEFT,41.705940904,-87.540120336,POINT (-87.540120336 41.705940904)
MOTOR VEHICLE THEFT,41.732533769,-87.5962393,POINT (-87.5962393 41.732533769)
BATTERY,41.809125265,-87.631906508,POINT (-87.631906508 41.809125265)
DECEPTIVE PRACTICE,41.980242532,-87.806976353,POINT (-87.806976353 41.980242532)
ASSAULT,41.707493789,-87.669012258,POINT (-87.669012258 41.707493789)
NARCOTICS,41.799730651,-87.718437242,POINT (-87.718437242 41.799730651)
BATTERY,41.834745352,-87.666387962,POINT (-87.666387962 41.834745352)
CRIMINAL TRESPASS,41.821437894,-87.600118327,POINT (-87.600118327 41.821437894)
OFFENSE INVOLVING CHILDREN,41.694949574,-87.528234614,POINT (-87.528234614 41.694949574)
OFFENSE INVOLVING CHILDREN,41.748846708,-87.588276452,POINT (-87.588276452 41.748846708)
BATTERY,41.829824529,-87.685019955,POINT (-87.685019955 41.829824529)
OTHER OFFENSE,41.969308574,-87.761987351,POINT (-87.761987351 41.969308574)
CRIMINAL TRESPASS,41.980021418,-87.810836225,POINT (-87.810836225 41.980021418)
CRIMINAL TRESPASS,41.804901836,-87.63325831,POINT (-87.63325831 41.804901836)
ROBBERY,41.645948328,-87.617225815,POINT (-87.617225815 41.645948328)
THEFT,41.830250714,-87.686626451,POINT (-87.686626451 41.830250714)
ARSON,41.746036392,-87.584875372,POINT (-87.584875372 41.746036392)
DECEPTIVE PRACTICE,41.830954079,-87.630703226,POINT (-87.630703226 41.830954079)
CRIMINAL DAMAGE,41.785473166,-87.739656963,POINT (-87.739656963 41.785473166)
SEX OFFENSE,41.657265843,-87.604102274,POINT (-87.604102274 41.657265843)
CRIMINAL DAMAGE,41.692833841,-87.60431945,POINT (-87.60431945 41.692833841)
MOTOR VEHICLE THEFT,41.723948402,-87.678513598,POINT (-87.678513598 41.723948402)
OTHER OFFENSE,41.688715279,-87.608331008,POINT (-87.608331008 41.688715279)
BURGLARY,41.810671912,-87.726138389,POINT (-87.726138389 41.810671912)
SEX OFFENSE,41.992484515,-87.714054629,POINT (-87.714054629 41.992484515)
NARCOTICS,41.803627244,-87.730811568,POINT (-87.730811568 41.803627244)
MOTOR VEHICLE THEFT,41.809057742,-87.635237813,POINT (-87.635237813 41.809057742)
PUBLIC PEACE VIOLATION,41.737094305,-87.572998178,POINT (-87.572998178 41.737094305)
ASSAULT,41.658339132,-87.605440506,POINT (-87.605440506 41.658339132)
BATTERY,41.720477181,-87.536498395,POINT (-87.536498395 41.720477181)
CRIMINAL DAMAGE,41.974129858,-87.766357256,POINT (-87.766357256 41.974129858)
PUBLIC PEACE VIOLATION,41.802037928,-87.727089138,POINT (-87.727089138 41.802037928)
CRIMINAL DAMAGE,41.786976965,-87.732778884,POINT (-87.732778884 41.786976965)
DECEPTIVE PRACTICE,41.657983188,-87.603406207,POINT (-87.603406207 41.657983188)
ARSON,41.727015468,-87.599749596,POINT (-87.599749596 41.727015468)
ROBBERY,41.705887536,-87.720214826,POINT (-87.720214826 41.705887536)
DECEPTIVE PRACTICE,,,POINT EMPTY
ROBBERY,41.984407487,-87.730912324,POINT (-87.730912324 41.984407487)
ROBBERY,41.718159914,-87.594663721,POINT (-87.594663721 41.718159914)
ROBBERY,41.741585978,-87.575792258,POINT (-87.575792258 41.741585978)
ROBBERY,41.80860717,-87.633350017,POINT (-87.633350017 41.80860717)
ROBBERY,41.979901242,-87.708781202,POINT (-87.708781202 41.979901242)
ROBBERY,41.742150773,-87.585766931,POINT (-87.585766931 41.742150773)
ROBBERY,41.811388588,-87.734583079,POINT (-87.734583079 41.811388588)
ROBBERY,41.822073733,-87.603434976,POINT (-87.603434976 41.822073733)
ROBBERY,41.819103987,-87.632894534,POINT (-87.632894534 41.819103987)
ROBBERY,41.736885487,-87.587615985,POINT (-87.587615985 41.736885487)
ROBBERY,41.830045077,-87.66555614,POINT (-87.66555614 41.830045077)
ROBBERY,41.727764623,-87.556729172,POINT (-87.556729172 41.727764623)
ROBBERY,41.828777112,-87.609368901,POINT (-87.609368901 41.828777112)
ROBBERY,41.856645457,-87.633336649,POINT (-87.633336649 41.856645457)
ROBBERY,41.654938676,-87.539890174,POINT (-87.539890174 41.654938676)
ROBBERY,41.745582619,-87.580527327,POINT (-87.580527327 41.745582619)
ROBBERY,41.823939912,-87.669013297,POINT (-87.669013297 41.823939912)
ROBBERY,41.713942151,-87.664144172,POINT (-87.664144172 41.713942151)
ROBBERY,41.729433798,-87.565809169,POINT (-87.565809169 41.729433798)
ROBBERY,41.985435056,-87.787685839,POINT (-87.787685839 41.985435056)
ROBBERY,41.850963212,-87.633068268,POINT (-87.633068268 41.850963212)
ROBBERY,41.739389881,-87.582801756,POINT (-87.582801756 41.739389881)
ROBBERY,41.742355059,-87.587219258,POINT (-87.587219258 41.742355059)
ROBBERY,41.794582402,-87.629960124,POINT (-87.629960124 41.794582402)
ROBBERY,41.727069047,-87.596114938,POINT (-87.596114938 41.727069047)
ROBBERY,41.837465713,-87.632866818,POINT (-87.632866818 41.837465713)
ROBBERY,41.749146572,-87.591783681,POINT (-87.591783681 41.749146572)
ROBBERY,41.737506567,-87.585216242,POINT (-87.585216242 41.737506567)
ROBBERY,41.657912063,-87.601284538,POINT (-87.601284538 41.657912063)
ROBBERY,41.744041542,-87.580713888,POINT (-87.580713888 41.744041542)
ROBBERY,41.734366796,-87.597496998,POINT (-87.597496998 41.734366796)
ROBBERY,41.655796796,-87.596229365,POINT (-87.596229365 41.655796796)
ROBBERY,41.728603781,-87.59493608,POINT (-87.59493608 41.728603781)
ROBBERY,41.742150773,-87.585766931,POINT (-87.585766931 41.742150773)
ROBBERY,41.930026507,-87.806466966,POINT (-87.806466966 41.930026507)
ROBBERY,41.736817838,-87.592856158,POINT (-87.592856158 41.736817838)
ROBBERY,41.838227796,-87.632282365,POINT (-87.632282365 41.838227796)
ROBBERY,41.74414544,-87.589928453,POINT (-87.589928453 41.74414544)
ROBBERY,41.821553176,-87.603569294,POINT (-87.603569294 41.821553176)
ROBBERY,41.732796839,-87.586827961,POINT (-87.586827961 41.732796839)
ROBBERY,41.729160106,-87.58548161,POINT (-87.58548161 41.729160106)
ROBBERY,41.741766686,-87.578230484,POINT (-87.578230484 41.741766686)
ROBBERY,41.692936495,-87.700873679,POINT (-87.700873679 41.692936495)
ROBBERY,41.830441145,-87.670923807,POINT (-87.670923807 41.830441145)
ROBBERY,41.705677782,-87.600944364,POINT (-87.600944364 41.705677782)
ROBBERY,42.004262619,-87.81849677,POINT (-87.81849677 42.004262619)
ROBBERY,41.929011063,-87.799911942,POINT (-87.799911942 41.929011063)
ROBBERY,41.735543443,-87.68146247,POINT (-87.68146247 41.735543443)
ROBBERY,41.791532516,-87.714173831,POINT (-87.714173831 41.791532516)
ROBBERY,41.93092578,-87.79212701,POINT (-87.79212701 41.93092578)
ROBBERY,41.967794486,-87.766560522,POINT (-87.766560522 41.967794486)
ROBBERY,41.820798246,-87.603097267,POINT (-87.603097267 41.820798246)
ROBBERY,41.810710072,-87.722466231,POINT (-87.722466231 41.810710072)
ROBBERY,41.693209586,-87.536490862,POINT (-87.536490862 41.693209586)
ROBBERY,41.800629703,-87.717724477,POINT (-87.717724477 41.800629703)
ROBBERY,41.707519433,-87.601839023,POINT (-87.601839023 41.707519433)
ROBBERY,41.803370147,-87.732024321,POINT (-87.732024321 41.803370147)
ROBBERY,41.734231954,-87.588071677,POINT (-87.588071677 41.734231954)
ROBBERY,41.79580867,-87.633034559,POINT (-87.633034559 41.79580867)
ROBBERY,41.751420386,-87.592446482,POINT (-87.592446482 41.751420386)
ROBBERY,41.741491567,-87.583993788,POINT (-87.583993788 41.741491567)
ROBBERY,41.732987367,-87.573193163,POINT (-87.573193163 41.732987367)
ROBBERY,41.716257895,-87.6045163,POINT (-87.6045163 41.716257895)
ROBBERY,41.721431563,-87.603318636,POINT (-87.603318636 41.721431563)
ROBBERY,41.747393001,-87.585438607,POINT (-87.585438607 41.747393001)
ROBBERY,41.751396243,-87.594663926,POINT (-87.594663926 41.751396243)
ROBBERY,41.719960102,-87.595932464,POINT (-87.595932464 41.719960102)
ROBBERY,41.740039939,-87.590349544,POINT (-87.590349544 41.740039939)
ROBBERY,41.817908017,-87.599571629,POINT (-87.599571629 41.817908017)
ROBBERY,41.826737901,-87.675485909,POINT (-87.675485909 41.826737901)
ROBBERY,41.722044385,-87.604315381,POINT (-87.604315381 41.722044385)
ROBBERY,41.830946468,-87.6312537,POINT (-87.6312537 41.830946468)
ROBBERY,41.72088333,-87.53649704,POINT (-87.53649704 41.72088333)
ROBBERY,41.736599019,-87.575707974,POINT (-87.575707974 41.736599019)
ROBBERY,41.656258604,-87.607560735,POINT (-87.607560735 41.656258604)
ROBBERY,41.830530933,-87.610277459,POINT (-87.610277459 41.830530933)
ROBBERY,41.826595176,-87.667859454,POINT (-87.667859454 41.826595176)
ROBBERY,41.655682504,-87.596808838,POINT (-87.596808838 41.655682504)
ROBBERY,41.806718611,-87.735789289,POINT (-87.735789289 41.806718611)
ROBBERY,41.73130459,-87.595854021,POINT (-87.595854021 41.73130459)
ROBBERY,41.723575113,-87.575381121,POINT (-87.575381121 41.723575113)
ROBBERY,41.794533814,-87.631438536,POINT (-87.631438536 41.794533814)
ROBBERY,41.751413744,-87.588448328,POINT (-87.588448328 41.751413744)
ROBBERY,41.734240812,-87.578080496,POINT (-87.578080496 41.734240812)
ROBBERY,41.822208559,-87.60305923,POINT (-87.60305923 41.822208559)
ROBBERY,41.653425905,-87.604873764,POINT (-87.604873764 41.653425905)
ROBBERY,41.794533814,-87.631438536,POINT (-87.631438536 41.794533814)
ROBBERY,41.805581099,-87.723516274,POINT (-87.723516274 41.805581099)
ROBBERY,41.706757521,-87.658047862,POINT (-87.658047862 41.706757521)
ROBBERY,41.803272804,-87.723450138,POINT (-87.723450138 41.803272804)
ROBBERY,41.927224511,-87.796953911,POINT (-87.796953911 41.927224511)
ROBBERY,41.826640092,-87.675178712,POINT (-87.675178712 41.826640092)
ROBBERY,41.797589971,-87.633077511,POINT (-87.633077511 41.797589971)
ROBBERY,41.826076844,-87.670290032,POINT (-87.670290032 41.826076844)
ROBBERY,41.700915982,-87.533773831,POINT (-87.533773831 41.700915982)
ROBBERY,41.828081298,-87.677658949,POINT (-87.677658949 41.828081298)
ROBBERY,41.701896285,-87.66917241,POINT (-87.66917241 41.701896285)
ROBBERY,41.721565373,-87.597192513,POINT (-87.597192513 41.721565373)
ROBBERY,41.736904218,-87.586274776,POINT (-87.586274776 41.736904218)
ROBBERY,41.657322709,-87.606147237,POINT (-87.606147237 41.657322709)
ROBBERY,41.970110743,-87.762711958,POINT (-87.762711958 41.970110743)
ROBBERY,41.856616777,-87.63268357,POINT (-87.63268357 41.856616777)
ROBBERY,41.79234033,-87.719472322,POINT (-87.719472322 41.79234033)
ROBBERY,41.983553381,-87.713773382,POINT (-87.713773382 41.983553381)
ROBBERY,41.777625769,-87.784626188,POINT (-87.784626188 41.777625769)
ROBBERY,41.794533814,-87.631438536,POINT (-87.631438536 41.794533814)
ROBBERY,41.85283728,-87.633025803,POINT (-87.633025803 41.85283728)
ROBBERY,41.830917641,-87.608064205,POINT (-87.608064205 41.830917641)
ROBBERY,41.75446251,-87.589695797,POINT (-87.589695797 41.75446251)
ROBBERY,41.796216157,-87.723245665,POINT (-87.723245665 41.796216157)
ROBBERY,41.788899167,-87.734059021,POINT (-87.734059021 41.788899167)
ROBBERY,41.927637913,-87.800871486,POINT (-87.800871486 41.927637913)
ROBBERY,41.654502589,-87.543514509,POINT (-87.543514509 41.654502589)
ROBBERY,41.830482638,-87.66718441,POINT (-87.66718441 41.830482638)
ROBBERY,41.830492741,-87.630205583,POINT (-87.630205583 41.830492741)
ROBBERY,41.7128602,-87.592464611,POINT (-87.592464611 41.7128602)
ROBBERY,41.726305238,-87.560479659,POINT (-87.560479659 41.726305238)
ROBBERY,41.68595444,-87.603123081,POINT (-87.603123081 41.68595444)
ROBBERY,41.654798561,-87.615858028,POINT (-87.615858028 41.654798561)
ROBBERY,41.723838968,-87.594829458,POINT (-87.594829458 41.723838968)
ROBBERY,41.98161564,-87.778063892,POINT (-87.778063892 41.98161564)
ROBBERY,41.850931351,-87.635046971,POINT (-87.635046971 41.850931351)
ROBBERY,41.803362429,-87.721725464,POINT (-87.721725464 41.803362429)
ROBBERY,41.982832861,-87.72997089,POINT (-87.72997089 41.982832861)
ROBBERY,41.989476359,-87.713958722,POINT (-87.713958722 41.989476359)
ROBBERY,41.65460159,-87.547146926,POINT (-87.547146926 41.65460159)
ROBBERY,41.777377841,-87.797214481,POINT (-87.797214481 41.777377841)
ROBBERY,41.65125249,-87.53624343,POINT (-87.53624343 41.65125249)
ROBBERY,41.809125265,-87.631906508,POINT (-87.631906508 41.809125265)
ROBBERY,41.654155378,-87.602197973,POINT (-87.602197973 41.654155378)
ROBBERY,41.970297385,-87.763824506,POINT (-87.763824506 41.970297385)
ROBBERY,41.80679641,-87.729674167,POINT (-87.729674167 41.80679641)
ROBBERY,41.751375008,-87.596485544,POINT (-87.596485544 41.751375008)
ROBBERY,41.737007895,-87.579040998,POINT (-87.579040998 41.737007895)
ROBBERY,41.701953638,-87.60568122,POINT (-87.60568122 41.701953638)
ROBBERY,41.857487341,-87.631888517,POINT (-87.631888517 41.857487341)
ROBBERY,41.852868298,-87.63091491,POINT (-87.63091491 41.852868298)
ROBBERY,41.79795424,-87.720845369,POINT (-87.720845369 41.79795424)
ROBBERY,41.720926375,-87.667438022,POINT (-87.667438022 41.720926375)
ROBBERY,41.809125265,-87.631906508,POINT (-87.631906508 41.809125265)
ROBBERY,41.7066441,-87.665406412,POINT (-87.665406412 41.7066441)
ROBBERY,41.800464977,-87.723370404,POINT (-87.723370404 41.800464977)
ROBBERY,41.734089594,-87.597492835,POINT (-87.597492835 41.734089594)
ROBBERY,41.807851044,-87.725149,POINT (-87.725149 41.807851044)
ROBBERY,41.794533814,-87.631438536,POINT (-87.631438536 41.794533814)
ROBBERY,41.853506932,-87.63348466,POINT (-87.63348466 41.853506932)
ROBBERY,41.794533814,-87.631438536,POINT (-87.631438536 41.794533814)
ROBBERY,41.72734309,-87.586704269,POINT (-87.586704269 41.72734309)
ROBBERY,41.849759853,-87.631943583,POINT (-87.631943583 41.849759853)
ROBBERY,41.717135842,-87.661202781,POINT (-87.661202781 41.717135842)
ROBBERY,41.831869307,-87.685072708,POINT (-87.685072708 41.831869307)
BATTERY,41.707666202,-87.532869851,POINT (-87.532869851 41.707666202)
BATTERY,41.652268611,-87.617232658,POINT (-87.617232658 41.652268611)
BATTERY,41.800622849,-87.63315085,POINT (-87.63315085 41.800622849)
BATTERY,41.806592557,-87.633298589,POINT (-87.633298589 41.806592557)
BATTERY,41.647288175,-87.544381963,POINT (-87.544381963 41.647288175)
BATTERY,41.826698652,-87.679184701,POINT (-87.679184701 41.826698652)
BATTERY,41.659114458,-87.614386577,POINT (-87.614386577 41.659114458)
BATTERY,41.813332351,-87.634626484,POINT (-87.634626484 41.813332351)
BATTERY,41.715951035,-87.599421254,POINT (-87.599421254 41.715951035)
BATTERY,41.71666831,-87.599149375,POINT (-87.599149375 41.71666831)
BATTERY,41.803181507,-87.725901027,POINT (-87.725901027 41.803181507)
BATTERY,41.975280626,-87.752276703,POINT (-87.752276703 41.975280626)
BATTERY,41.833743932,-87.6327753,POINT (-87.6327753 41.833743932)
BATTERY,41.728939283,-87.569434553,POINT (-87.569434553 41.728939283)
BATTERY,41.653793519,-87.597529266,POINT (-87.597529266 41.653793519)
BATTERY,41.990083825,-87.732738473,POINT (-87.732738473 41.990083825)
BATTERY,41.987423867,-87.711451656,POINT (-87.711451656 41.987423867)
BATTERY,41.813146996,-87.633480333,POINT (-87.633480333 41.813146996)
BATTERY,41.756550472,-87.592600053,POINT (-87.592600053 41.756550472)
BATTERY,41.706090989,-87.606810125,POINT (-87.606810125 41.706090989)
BATTERY,41.829731208,-87.685017227,POINT (-87.685017227 41.829731208)
BATTERY,41.75068911,-87.591820898,POINT (-87.591820898 41.75068911)
BATTERY,41.777999769,-87.764473192,POINT (-87.764473192 41.777999769)
BATTERY,41.740544538,-87.586485408,POINT (-87.586485408 41.740544538)
BATTERY,41.727256049,-87.574257163,POINT (-87.574257163 41.727256049)
BATTERY,41.793346299,-87.714138039,POINT (-87.714138039 41.793346299)
BATTERY,41.656796527,-87.607565673,POINT (-87.607565673 41.656796527)
BATTERY,41.65548171,-87.602325685,POINT (-87.602325685 41.65548171)
BATTERY,41.838217084,-87.633225593,POINT (-87.633225593 41.838217084)
BATTERY,41.652757444,-87.547154715,POINT (-87.547154715 41.652757444)
BATTERY,41.795675237,-87.631855152,POINT (-87.631855152 41.795675237)
BATTERY,41.654403394,-87.607555947,POINT (-87.607555947 41.654403394)
BATTERY,41.852841538,-87.632823878,POINT (-87.632823878 41.852841538)
BATTERY,41.777854903,-87.771843653,POINT (-87.771843653 41.777854903)
BATTERY,41.972749328,-87.728153813,POINT (-87.728153813 41.972749328)
BATTERY,41.837517041,-87.634084583,POINT (-87.634084583 41.837517041)
BATTERY,41.833472249,-87.682697093,POINT (-87.682697093 41.833472249)
BATTERY,41.734435392,-87.585592614,POINT (-87.585592614 41.734435392)
BATTERY,41.704107141,-87.535283341,POINT (-87.535283341 41.704107141)
BATTERY,41.656830019,-87.617280934,POINT (-87.617280934 41.656830019)
BATTERY,41.751492287,-87.586596725,POINT (-87.586596725 41.751492287)
BATTERY,41.725532139,-87.575431385,POINT (-87.575431385 41.725532139)
BATTERY,41.655837573,-87.600890868,POINT (-87.600890868 41.655837573)
BATTERY,41.688610361,-87.609536712,POINT (-87.609536712 41.688610361)
BATTERY,41.705822371,-87.535287764,POINT (-87.535287764 41.705822371)
BATTERY,41.797578177,-87.634295207,POINT (-87.634295207 41.797578177)
BATTERY,41.744616593,-87.595327938,POINT (-87.595327938 41.744616593)
BATTERY,41.653221225,-87.547152734,POINT (-87.547152734 41.653221225)
BATTERY,41.777829006,-87.773284718,POINT (-87.773284718 41.777829006)
BATTERY,41.733771571,-87.564431256,POINT (-87.564431256 41.733771571)
BATTERY,41.778438691,-87.741620985,POINT (-87.741620985 41.778438691)
BATTERY,41.657667587,-87.603406111,POINT (-87.603406111 41.657667587)
BATTERY,41.715256909,-87.532859912,POINT (-87.532859912 41.715256909)
BATTERY,41.819108491,-87.632733067,POINT (-87.632733067 41.819108491)
BATTERY,41.65364899,-87.614590067,POINT (-87.614590067 41.65364899)
BATTERY,41.699387205,-87.607339647,POINT (-87.607339647 41.699387205)
BATTERY,41.736819983,-87.565175308,POINT (-87.565175308 41.736819983)
BATTERY,41.699634246,-87.607347854,POINT (-87.607347854 41.699634246)
BATTERY,41.801235662,-87.726392523,POINT (-87.726392523 41.801235662)
BATTERY,41.705722012,-87.701312362,POINT (-87.701312362 41.705722012)
BATTERY,41.732821527,-87.585560041,POINT (-87.585560041 41.732821527)
BATTERY,41.645919233,-87.540066705,POINT (-87.540066705 41.645919233)
BATTERY,41.819052975,-87.635785945,POINT (-87.635785945 41.819052975)
BATTERY,41.997197492,-87.729213498,POINT (-87.729213498 41.997197492)
BATTERY,41.981909438,-87.779234603,POINT (-87.779234603 41.981909438)
BATTERY,41.65496118,-87.608534028,POINT (-87.608534028 41.65496118)
BATTERY,41.778638945,-87.781299545,POINT (-87.781299545 41.778638945)
BATTERY,41.655043856,-87.605115342,POINT (-87.605115342 41.655043856)
BATTERY,41.838227796,-87.632282365,POINT (-87.632282365 41.838227796)
BATTERY,41.657828234,-87.597611421,POINT (-87.597611421 41.657828234)
BATTERY,41.702290724,-87.537704374,POINT (-87.537704374 41.702290724)
BATTERY,41.79514927,-87.716684087,POINT (-87.716684087 41.79514927)
BATTERY,41.656818764,-87.614159613,POINT (-87.614159613 41.656818764)
BATTERY,41.656717889,-87.597356925,POINT (-87.597356925 41.656717889)
BATTERY,41.688218178,-87.537357913,POINT (-87.537357913 41.688218178)
BATTERY,41.852841538,-87.632823878,POINT (-87.632823878 41.852841538)
BATTERY,41.722230967,-87.537711183,POINT (-87.537711183 41.722230967)
BATTERY,41.992722683,-87.728876924,POINT (-87.728876924 41.992722683)
BATTERY,41.981480365,-87.836580782,POINT (-87.836580782 41.981480365)
BATTERY,41.989902779,-87.747622985,POINT (-87.747622985 41.989902779)
BATTERY,41.825748752,-87.604369183,POINT (-87.604369183 41.825748752)
BATTERY,41.725622159,-87.597300063,POINT (-87.597300063 41.725622159)
BATTERY,41.98492643,-87.74686677,POINT (-87.74686677 41.98492643)
BATTERY,41.704107141,-87.535283341,POINT (-87.535283341 41.704107141)
BATTERY,41.659178824,-87.55233166,POINT (-87.55233166 41.659178824)
BATTERY,41.803201891,-87.72198373,POINT (-87.72198373 41.803201891)
BATTERY,41.818964454,-87.604295718,POINT (-87.604295718 41.818964454)
BATTERY,41.973167821,-87.713495268,POINT (-87.713495268 41.973167821)
BATTERY,41.645836704,-87.616048933,POINT (-87.616048933 41.645836704)
BATTERY,41.827276753,-87.632948547,POINT (-87.632948547 41.827276753)
BATTERY,41.658386056,-87.551978952,POINT (-87.551978952 41.658386056)
BATTERY,41.700706176,-87.70046066,POINT (-87.70046066 41.700706176)
BATTERY,41.737094305,-87.572998178,POINT (-87.572998178 41.737094305)
BATTERY,41.653137567,-87.594953363,POINT (-87.594953363 41.653137567)
BATTERY,41.736819983,-87.565175308,POINT (-87.565175308 41.736819983)
BATTERY,41.655617668,-87.616064836,POINT (-87.616064836 41.655617668)
BATTERY,41.98394575,-87.775292456,POINT (-87.775292456 41.98394575)
BATTERY,41.688466713,-87.605910107,POINT (-87.605910107 41.688466713)
BATTERY,41.658721456,-87.59953346,POINT (-87.59953346 41.658721456)
BATTERY,41.995488589,-87.806817636,POINT (-87.806817636 41.995488589)
BATTERY,41.657321469,-87.606385112,POINT (-87.606385112 41.657321469)
BATTERY,41.779063257,-87.764210816,POINT (-87.764210816 41.779063257)
BATTERY,41.819274417,-87.730151308,POINT (-87.730151308 41.819274417)
BATTERY,41.645919233,-87.540066705,POINT (-87.540066705 41.645919233)
BATTERY,41.713342984,-87.659293803,POINT (-87.659293803 41.713342984)
BATTERY,41.651431329,-87.527258234,POINT (-87.527258234 41.651431329)
BATTERY,41.654766107,-87.544722501,POINT (-87.544722501 41.654766107)
BATTERY,42.002795848,-87.814535115,POINT (-87.814535115 42.002795848)
BATTERY,41.706320053,-87.603980344,POINT (-87.603980344 41.706320053)
